Column1,Column2
TXT0867,"jujur....dari 2014 sampai akhir 2019, gw hatersnya @jokowi ...tp alhamdulillah, dg mencoba dewasa dlm memahami perbedaan, akhirnya gw hrs angkat topi ketika beliau mulai perlahan tinggalkan ""inangnya"" lalu brsatu brsma @prabowo &amp; rakyat yg ingin bangsa ini berdaulat, adil&amp;makmur https://t.co/de7zcuh9ml [re yusufagro]"
TXT0868,dgn tdk memilih prabowo kita selamatkan demokrasi indonesia
TXT0869,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/9nplk0pq5j
TXT0870,terus maju ganjar-mahfud! keputusan mereka mendukung umkm masuk e-katalog pemerintah bakal membawa perubahan positif untuk ekonomi kerakyatan. @cidetrue happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/ro9yelhndh
TXT0871,prabowo sindir anies yang asal bicara soal pertahanan: ambisi mengebu-gebu sehingga tidak objektif https://t.co/7ipgedq9r1 [re oposisicerdas]
TXT0872,"rangkuman debat ketiga1ãƒâ¢ã‚â‚¬ã‚â¢ dlm debat ketiga, pak ganjar menyampaikan indeks2 yg menunjukkan ada kecenderungan penurunan posisi indonesia dimata global. pak ganjar juga menyinggung ttg anggaran pertahanan yg akan dialokasikan 1-2% dr pdb utk kesejahteraan prajurit & pensiunan serta utk alutsista sakti ( tdk usang ).#ganjarmahfud2024#dulujokowisekarangganjar#coblos3 [re naandaa27]"
TXT0873,keberlanjutan program kesehatan ibu dan anak menjadi prioritas ganjar pranowo prof mahfud. menjamin kesejahteraan keluarga sebagai fondasi pembangunan.jnk18e1. #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/ogmwc6jkxy
TXT0874,"ardiningrum22: debat capres pertama, ganjar tegaskan jaga demokrasi dan sikat korupsi bengis  ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 buruh naik kelas https://t.co/knr7tbeuwd"
TXT0875,abah anies baswedan &amp; cak imin tiba di gedung kpk menghadiri undangan kpk : adu gagasan antikorupsi #aminajadulu https://t.co/1lquyesmvi [re mdy_asmara1701]
TXT0876,"pelanggaran berat apkpelangaran berat etikpelanggar berat hambaliho @prabowo @gibran_tweettutupi icon kota batam.belum berãƒâ€žã‚â·uasa saja semua aturandilanggar, lalu indonesia seperti apa yg akan kita harapkan ?hallo @kpu_id pasti akan siapkan alasan cebokin anak majikan ãƒâ°ã‚å¸ã‚ëœã‚â‚¬ https://t.co/zmoevr1ajb [re zulkiflilubis69]"
TXT0877,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya d pemberantasan korupsi di indonesia ganjarmahfud2024 bekasi bekasiãƒâ€šã‚â  ganjar mahfud hebat #coblos3 #3gm memimpin indonesia #ganjarmahfudm3nangdebat https://t.co/8vgp0kmxx5
TXT0878,"lagi lagi prabowo menjelaskan dirinya tak pantas jadi presiden. dia tdk bisa menjawab apa yg ditanyakan anies baswedan, malah mengatakan tidak pantas bertanya ttg etika.lagi lagi soal emosional stability dan etika berdebat. memang dia tak terbiasa dg event seperti ini. [re alisyarief]"
TXT0879,"kebijakan insentif pajak ini akan membantu pertumbuhan bisnis startup di indonesia, terima kasih kepada ganjar-mahfud. @urfavvita happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/nulnrix4jf"
TXT0880,mereka mengadu pada anies dengan terisak-isaknb: warga kampung bayam merasa dipersulit oleh pj gubernur dki https://t.co/gdrqkxhwhj [re herculep638]
TXT0881,strategi debat anies baswedan dinilai mencerminkan ketajaman dan kecerdasan seorang pemimpin https://t.co/aby7yjprkh [re oposisicerdas]
TXT0882,"jenguk relawan korban penganiayaan oknum tni, @ganjarpranowo: tak ada cerita main hakim sendiricalon presiden nomor urut 3 ganjar pranowo menjenguk dua korban dugaan penganiayaan sejumlah oknum anggota tni yang masih dirawat di rumah sakit umum daerah (rsud) pandan arang boyolali, jawa tengah, minggu (31/12/2023) malam.ganjar tiba di rumah sakit sekitar pukul 21.14 wib. mantan gubernur jawa tengah itu turut didampingi sang istri siti atikoh ganjar pranowo.kedatangan ganjar bersama rombongan disambut direktur rsud pandan arang boyolali fx kristandyoko.ganjar kemudian naik menuju ruang mpu bharada lantai tiga gedung merbabu. ganjar awalnya masuk ke kamar korban nomor 13.ganjar bersama atikoh dan beberapa perwakilan masuk ke kamar korban nomor 13.setelah itu ganjar keluar dan masuk ke kamar korban nomor 14. hanya saja atikoh tidak ikut masuk mendampingi sang suami. atikoh terlihat menitihkan air mata di luar kamar.sekitar pukul 21.34 wib, ganjar keluar dari kamar korban nomor 14.kepada wartawan, ganjar mengatakan dari tujuh relawan yang diduga dianiaya sejumlah oknum anggota tni, masih ada dua korban yang menjalani rawat inap di rumah sakit.""dari tujuh anak ada dua yang sekarang masih dirawat. satu tadi saya tidak sempat karena masih tidur karena masih bengkak-bengkak. yang satu sudah bisa diajak bicara. hasil pemeriksaan dokter membaik, bagus ya. tidak gagar otak, tulangnya bagus, terus kemudian otaknya juga bagus hanya patah gigi dan sebagainya,"" kata ganjar di rsud pandan arang boyolali, minggu malam.ganjar mengaku sempat mendengarkan cerita dari salah satu korban.menurut dia, korban pada saat kejadian dugaan penganiayaan sedang berhenti di lampu merah. korban kemudian dipukul.""kalau ada penjelasan lainnya rasa-rasanya harus ada pengadilan untuk itu. biar penjelasannya tidak teng blasur (ke mana-mana),"" kata dia.#ganjarmahfud2024 [re aryprasetyo85]"
TXT0883,"enak banget ya jadi 01. bikin jadwal desak anies di gedung milik pemerintah diluar hari sabtu-minggu, sekedar agar bisa framing drama terzholimi. lalu cawapresnya mau mendaratkan helikopternya seenak udelnya tanpa pemberitahuan sama sekali. mereka mau bikin negara tanpa aturan. https://t.co/kup2tmwhnb [re partaisocmed]"
TXT0884,"bicara soal upaya pemberantasan korupsi : ãƒâ°ã‚å¸ã‚â€”ã‚â£ãƒâ¯ã‚â¸ã‚âganjar-mahfud komitmen akan tingkatkan transparansi, miskinkan koruptor dan kirim ke nusakambangan.ãƒâ°ã‚å¸ã‚â€”ã‚â£ãƒâ¯ã‚â¸ã‚âprabowo-gibran akan menjamin kualitas hidup para penegak hukum dan pejabat dengan cara menaikkan gaji.kalian setuju cara siapa ? https://t.co/xozrpd167u [re yusuf_dumdum]"
TXT0885,"dari ketiga capres, hanya anies yg bicara model pertahanan yg juga penting adalah diplomasi dan pemain central global.perencanaan dan pembelian alutsista tidak berorientasi masa lalu namun  disesuaikan dg kebutuhan masa depan. [re saidi_sudarsono]"
TXT0886,perlu serius dicamkan bahwa aktualitas anies sama sekali publik tidak mencerminkan kepemimpinan yang objektif dalam pemecahan masalah diplomasi seperti lcs ini @claudia97079166 anies desak anies abah anies anies bubble #ganjarmahfud2067 https://t.co/mlajbarl1i https://t.co/fdfxhsu6xk
TXT0887,"rumah dp 0% itu terealisasi sdh ada di bbrp tempat, walaupun memang diakui secara presentase itu kecil, namanya jg on going project, dan waktu gubernur kan ada batasnya. ya mestinya berkelanjutan, dan dilanjutkan pemerintahan selanjutnya. kalo pak anies dikritisi tidak selesai, gmn dg yg lain? boro2 selesai, yg ada malah gagal. contoh proyek ps yg terkenal : food estate. atau 03 dlm menangani banjir di pesisir utara jawa tengah. gerak saja belum padahal sdh 2 periode. jd mari berfikir rasional dg memperbandingkan. jgn cuman disorotin satu pihak. sorotin yg lain jg dong. [re asfan_warah]"
TXT0888,'@jinn1202 saling menghargai sesama umat beragama... ganjar sangat toleransi ãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ¢ã‚âã‚â¤ãƒâ¯ã‚â¸ã‚âãƒâ°ã‚å¸ã‚â€¡ã‚â®ãƒâ°ã‚å¸ã‚â€¡ã‚â© ganjar mahfud hebat #3gm #coblos3 https://t.co/9bdbqwz9wz
TXT0889,"wah, keren! ganjar-mahfud punya niat baik buat merregulasi platform digital, baik yang lokal maupun multinasional. ini penting buat kepentingan nasional kita. @fckyouoff_ happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/vtgszpe5uu"
TXT0890,keren abis ganjar-mahfud bikin kebijakan pro kesejahteraan aph sat set buat bhayangkara @pitubolu17 #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/xipaqxq6jb
TXT0891,kok bisa ya si mulutmanies salah sejauh itu soal anggaran prabowo? @kasakkusuk16 dukungantulus untuk02 penasaran kebebasan ptn top 10 menhan nyebokin nangisin goblok pt tmi https://t.co/o9qq6mbxki https://t.co/82svfyk8bp
TXT0892,"dua tema yg sudah ramai sebelum #debatcapres2024 ke-3 adalah soal anggaran alutsista, anggaran pertahanan dan alutsista bekas. @prabowo dan tim substansi harusnya sudah siapkan jawaban yg taktis dan efisien, untuk satu menit dg argumentasi dan data. tapi gak nampak. timnya??? [re unilubis]"
TXT0893,"demokrat bersama prabowo, bukan gibran ãƒâ°ã‚å¸ã‚â¤ã‚â€ãƒâ°ã‚å¸ã‚â¤ã‚â€ãƒâ°ã‚å¸ã‚â¤ã‚â€dilematis bagi demokrat. tepatnya bagi susilo bambang yudhoyono (sby) dan agus harimurti yudhoyono (ahy). gagal menyandingkan ahy dengan anies baswedan, demokrat hengkang dari koalisi perubahan, malah ketemu gibran.gibran putra jokowi. ahy putra sby. di sini terjadi persaingan para pangeran. ahy didaulat oleh sang ayah untuk dipersiapkan menjadi pemimpin masa depan. begitu juga gibran. tapi malang nasib ahy. setidaknya untuk saat ini. gagal nyagub dki, gagal pula jadi cawapres. padahal, ahy telah mengorbankan karir indahnya di militer.gibran jauh lebih baik nasibnya. baru dua tahun jadi walikota solo, sekarang menjadi cawapres. gibran mendampingi prabowo yang usianya sudah cukup sepuh.peluang ahy semakin sulit, kalau tidak dibilang ""tertutup"" jika prabowo-gibran jadi. prabowo jatuh di tengah jalan, gibran yang akan menggantikannya. sepuluh tahun akan membuat ahy kehilangan momentum. akan banyak rising stars yang lahir. belum lagi jika gibran juga orbitkan putra mahkotanya untuk meneruskan cita-cita kakeknya.anggap saja uraian di atas adalah sebuah imajinasi. sby dan ahy tentu tidak suka kalau imajinasi ini bisa terjadi. karena ini akan menjadi petaka dan bencana bagi ahy. mungkin juga bagi demokrat.dilematis! maju kena, mundur kena. terlanjur tinggalkan koalisi perubahan, harapannya dihadang oleh hadirnya gibran jadi cawaperes.lihat baliho-baliho ahy. gambarnya hanya foto ahy dan prabowo. tulisannya: ""demokrat bersama prabowo"". kok gak ada foto gibran? itulah masalah krusialnya.belakangan, mulai ada satu dua foto ahy bersama prabowo-gibran. kabarnya, demokrat dapat teguran. lalu pasang foto gibran. di sinilah letak dilematisnya.kalau dikalkulasi, lebih menguntungkan mana bagi ahy dan demokrat, anies baswedan-muhaimin iskandar yang menang atau prabowo-gibran yang menang? ya lebih menguntungkan kalau anies baswedan-muhaimin iskandar. apa argumentasinya?anies-baswedan menang, demokrat bisa bergabung. jika melihat record dan gaya kepemimpinan anies baswedan yang merangkul, maka koalisi perubahan akan membuka tangan untuk menerima demokrat bergabung. bergabungnya demokrat akan menjadi pintu bagi ahy untuk berkarir lebih terbuka ke depan. setidaknya lebih terbuka peluangnya untuk menjadi cawapres 2029.kalau prabowo-gibran yang menang, ahy selesai. rivalitas probowo dengan sby dan rivalitas gibran dengan ahy akan menjadi tembok yang terlalu tebal bagi sby dan demokrat untuk mengantarkan karir ahy. masih beruntung kalau demokrat masih dibiarkan hidup.mari kita bayangkan situasi politik pasca pilpres, dengan kemungkinan anies baswedan yang menjadi presiden, atau prabowo. bagaimana dinamika politiknya, dan bagaimana nasib masing-masing partai dengan semua karakternya dalam bermanuver. jangan lupa juga, dan ini yang terpenting, bagaimana nasib rakyat ketika dipimpin anies baswedan atau prabowo. juga nasib ekonomi, demokrasi dan ham di indonesia. setidaknya bisa membandingkan food estate kemenhan dan food station (bumd) milik dki.kok ganjar gak ikut dibicarakan? anda pasti sudah tahu jawabannya. yang pasti, nasib ganjar sedang tidak baik-baik saja. https://t.co/h5t3qsoxin [re tijabar]"
TXT0894,"prabowo gibran dpt dukungan dr komunitas basket jakarta. koordinator komunitas, fanhari nugroho mengatakan capres cawapres 02 pemimpin berprestasi dan bekerja nyataindonesia tdk butuh pemimpin yg hny menyerap apbn spt ktp sakti yg buang waktu rakyat kecil, pungli, rawan korupsi https://t.co/gkltbgrycv"
TXT0895,'@ganjarpranowo @dpp_ppp wah selamat harlah k 51 tahun untuk partai persatuan pembangunan tidak teras sudah slma ini mengiringi demokrasi indonesia..semoga makin maju dan berkembang serta semakin jaya ..ttp satukan hati dan pikiran dgn dukung paslon nomer 3 ganjar pranowo dan mahfud md
TXT0896,"rt arus bawah berdaulat jawa timur mendeklarasikan dukungannya kepada pasangan ganjar pranowo dan mahfud md.ãƒâ€š para relawan yang terdiri dari pedagang kaki lima, komunitas nelayan, dan kalangan gen-z ini siap untuk memenangkan pasangan nomor 3 tersebut."
TXT0897,"'@ellinoyaa pak anies be like: ""kapan lagi uneg-uneg masyarakat didenger ama pemerintah tanpa takut kena uu ite &amp; ditinggal kabur pas didemo."" ãƒâ°ã‚å¸ã‚ëœã‚â­ãƒâ°ã‚å¸ã‚â„¢ã‚â [re in_rkive]"
TXT0898,bandingkan sadis serangan mana antara jokowi dan anies ketika debat dg prabowo ?bukan saja masalah pribadi tapi kepengurusan partai saja diserangnya. https://t.co/te2fqyatdu [re nenkmonica]
TXT0899,"ganjar-mahfud, mendukung kepolisian yang berani memberantas korupsi dan menjunjung tinggi keadilan @raflyy_smith #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/gtilnvpntc"
TXT0900,"hebat. pasangan capres cawapres ganjar pranowo mahfud md buka pintu sukses dengan kredit 35% untuk koprasi dan umkm. semangat, pelaku bisnis lokal. nct wish #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/zz4zohestn"
TXT0901,diduga ada istruksi sistematis pada pencabutan izin kegiatan anies di daerah https://t.co/189txibfpp [re oposisicerdas]
TXT0902,"pesta demokrasi ri bulan depan, karena demokrasi itu penting, bro! ayo, kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk https://t.co/tmvqgashvh"
TXT0903,"jakarta yakin, kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 ktp sakti https://t.co/0h9asgvorn"
TXT0904,ãƒâ°ã‚å¸ã‚âã‚â€°  ãƒâ€šã‚â ãƒâ€šã‚â  larismi11: terkuak! karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah ganjar mahfud hebat #coblos3 #3gm #nazarpemilu #ganjarmahfudm3nangdebat https://t.co/npjqoz0cft
TXT0905,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/2ebtl6mjnl
TXT0906,"ganjar pranowo menegaskan kebijakan politik luar negeri harus selalu menjadi perisai yang memprioritaskan kepentingan nasional. ganjar juga akan memperkuat infrastruktur diplomasi indonesia. ia siap meredefinisi politik bebas aktif, mengadaptasikannya dengan situasi terkini. tekadnya juga untuk menjadikan benteng pertahanan nusantara sebagai satu kesatuan yang kokoh. ganjar pranowo juga menekankan bahwa reformasi kepolisian akan menjadi prioritas utama dalam perjalanannya. dari diplomasi adaptif hingga teknologi pertahanan 5.0, mereka merancang visi progresif untuk menjawab tuntutan zaman.#pdiperjuangan#ganjaruntuksemua#ganjarpresiden#menangkanganjar#nomor3pilihanku#ganjarmahfud2024#ganjarsatset#mahfudtastes [re pdi_perjuangan]"
TXT0907,'@sahabatalaqsha @rdooan @prabowo pak ini keadaan dimana di palestine gaza. mereka tidak mempunyai militer namun mental mereka sangat kuat sehingga membangun gerakan perlawanan atas penindasan genosida. mohon di pahami pembelajaran ini biar debat capres 5 tahun kemudian ga blunder
TXT0908,dalam pandangan ganjar keadilan dan kesejahteraan harus dirasakan oleh semua termasuk keluarga prajurit @rafikabayu #debatcapres#ganjarmahfud2024#ganjarmahfudm3nangdebat#coblos16 https://t.co/otgoqgaqfx
TXT0909,"'@agathadew_ sepakat nih, masbowogbran pastinya mengingatkan pada seluruh wisudawan dan rakyat untuk menghindar diajak ke arah ajaran yang radikal.#banyakygbalikke02karenahati baikpakbowo@prabowo @prabowogibran02"
TXT0910,sepertinya sih jateng lepas dari ganjar dan ini dapat kita lihat dari langkah pdip yang mulai tidak jualan ganjar dan lebih fokus ke perolehan kursi dengan merayu pemilih jokowi/gibran namun partainya diharapkan tetap pdip. https://t.co/b9wrcliwro [re anisabayan1]
TXT0911,ganjar tunggu tindakan dari bawaslu dalam dugaan pelanggaran pemilu oleh gus miftah https://t.co/evy2vctkch #temponasional [re tempodotco]
TXT0912,dukungan untuk ganjar-mahfud karena mereka berkomitmen menjadi garda samudra yang melibatkan diplomasi maritim yang membawa manfaat konkret. @pesonaciherang #ganjarmahfud2024#dulujokowisekarangganjar#coblos3 https://t.co/cnzoonp8ee
TXT0913,ganjar-mahfud akan memastikan bahwa desa-desa menjadi bagian penting dari pertumbuhan ekonomi nasional. @arykim14 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/ajot6cfxsj
TXT0914,"di debat ketiga, capres prabowo subianto optimis utang luar ... - industry https://t.co/lcsv2sipvs #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan [re negarakuapa]"
TXT0915,"hidup makin berat, anies mau hapus pajak gaji &amp; tabunganbismillah presiden 2024#aminkanindonesia https://t.co/hywnqgig1f [re marlina_idha]"
TXT0916,penegakan hukum dan reformasi birokrasi akan dilakukan paslon 03 capres ganjar pranowo untuk pemerintahan yang transparan.#ganjarmahfudrebound #ganjarpranowopilihanumat #jnk https://t.co/vr2pkevz61
TXT0917,"seusai makan malam berdua dengan prabowo, pdip sebut jokowi tak netral, komarudin bawa-bawa menkominfo https://t.co/sckbod0qsx [re oposisicerdas]"
TXT0918,"pengetahuan seorang mantan pangkostrad dan kemhan tentang pertahanan, keamanan, hubungan internasional dan geopolitik kalah sama mantan anggota dpr ri 2 periode dan mantan gubernur jateng 2 periode, ganjar pranowo. ãƒâ°ã‚å¸ã‚â¤ã‚å¸ãƒâ°ã‚å¸ã‚âã‚â»#ganjarmahfud2024 https://t.co/g3puqzbthb [re 03__nakula]"
TXT0919,bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata ganjarmahfud2024 sumedang sumedangãƒâ€šã‚â  ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 nelayanãƒâ€šã‚â sejahtera https://t.co/2ikvqlqsxw
